,file_name,na_rate,label
40,"Rajasthan_Jodhpur_Collectorate, Jodhpur - RSPCB.csv",0.2570796460176991,3
41,"Tamil Nadu_Chennai_Velachery Res. Area, Chennai - CPCB.csv",0.2576560659599529,13
42,"Telangana_Hyderabad_Central University, Hyderabad - TSPCB.csv",0.25899705014749264,13
43,"Telangana_Hyderabad_Central University, Hyderabad - TSPCB.csv",0.25899705014749264,13
44,"Uttar Pradesh_Ghaziabad_Vasundhara, Ghaziabad - UPPCB.csv",0.25987035945786685,8
45,"Kerala_Thiruvananthapuram_Plammoodu, Thiruvananthapuram - Kerala PCB.csv",0.26049054373522457,0
46,"Telangana_Hyderabad_Bollaram Industrial Area, Hyderabad - TSPCB.csv",0.2610619469026549,13
47,"Rajasthan_Jaipur_Police Commissionerate, Jaipur - RSPCB.csv",0.26253687315634217,5
48,"Delhi_Delhi_Aya Nagar, Delhi - IMD.csv",0.2631191037735849,15
49,"Maharashtra_Mumbai_Bandra, Mumbai - MPCB.csv",0.26473187978786095,13
50,"Delhi_Delhi_Lodhi Road, Delhi - IMD.csv",0.26872051886792453,15
51,"Andhra Pradesh_Visakhapatnam_GVM Corporation, Visakhapatnam - APPCB.csv",0.26906028368794327,17
52,"Delhi_Delhi_Dwarka-Sector 8, Delhi - DPCC .csv",0.2691627358490566,12
53,"Delhi_Delhi_Dr. Karni Singh Shooting Range, Delhi - DPCC.csv",0.27107900943396224,9
54,"Maharashtra_Nashik_Gangapur Road, Nashik - MPCB.csv",0.2734651711924439,13
55,"Telangana_Hyderabad_IDA Pashamylaram, Hyderabad - TSPCB.csv",0.2743362831858407,17
56,"Tamil Nadu_Chennai_Manali, Chennai - CPCB.csv",0.2791519434628975,4
57,"Uttar Pradesh_Kanpur_Nehru Nagar, Kanpur - UPPCB.csv",0.2815448113207547,9
58,"Uttar Pradesh_Agra_Sanjay Palace, Agra - UPPCB.csv",0.28982300884955753,15
59,"Delhi_Delhi_DTU, Delhi - CPCB.csv",0.29038915094339623,8
60,"West Bengal_Asansol_Asansol Court Area, Asansol - WBPCB.csv",0.29038915094339623,5
61,"Uttar Pradesh_Lucknow_Central School, Lucknow - CPCB.csv",0.3019174041297935,3
62,"Delhi_Delhi_North Campus, DU, Delhi - IMD.csv",0.30277122641509435,18
63,"Maharashtra_Aurangabad_More Chowk Waluj, Aurangabad - MPCB.csv",0.30806737588652483,13
64,"Karnataka_Bengaluru_BTM Layout, Bengaluru - CPCB.csv",0.309958750736594,13
65,"Delhi_Delhi_Pusa, Delhi - IMD.csv",0.31235259433962265,7
66,"Delhi_Delhi_ITO, Delhi - CPCB.csv",0.31795400943396224,6
67,"Delhi_Delhi_ITO, Delhi - CPCB.csv",0.31795400943396224,6
68,"West Bengal_Kolkata_Victoria, Kolkata - WBPCB.csv",0.3228183962264151,5
69,"Karnataka_Bengaluru_Sanegurava Halli, Bengaluru - KSPCB.csv",0.3233647613435474,0
70,"Maharashtra_Mumbai_Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB.csv",0.3249852681202121,13
71,"Maharashtra_Mumbai_Powai, Mumbai - MPCB.csv",0.3294048320565704,13
72,"Delhi_Delhi_IGI Airport (T3), Delhi - IMD.csv",0.3329893867924528,7
73,"Maharashtra_Mumbai_Vile Parle West, Mumbai - MPCB.csv",0.33603417796110785,14
74,"Haryana_Faridabad_Sector- 16A, Faridabad - HSPCB.csv",0.3476654846335697,8
75,"Maharashtra_Mumbai_Sion, Mumbai - MPCB.csv",0.3582793164407778,17
76,"Maharashtra_Mumbai_Kurla, Mumbai - MPCB.csv",0.3618149675898645,17
77,"Maharashtra_Mumbai_Borivali East, Mumbai - MPCB.csv",0.37139068945197407,13
78,"Karnataka_Bengaluru_City Railway Station, Bengaluru - KSPCB.csv",0.37315851502651737,12
79,"Maharashtra_Mumbai_Colaba, Mumbai - MPCB.csv",0.37360047142015324,13
80,"Maharashtra_Mumbai_Vasai West, Mumbai - MPCB.csv",0.40114908662345317,13
81,"Bihar_Patna_IGSC Planetarium Complex, Patna - BSPCB.csv",0.4013002364066194,11
82,"West Bengal_Kolkata_Rabindra Bharati University, Kolkata - WBPCB.csv",0.4105247641509434,15
83,"Uttar Pradesh_Ghaziabad_Sanjay Nagar, Ghaziabad - UPPCB.csv",0.44740718915733646,11
84,"Uttar Pradesh_Ghaziabad_Indirapuram, Ghaziabad - UPPCB.csv",0.45020624631703005,11
85,"West Bengal_Kolkata_Jadavpur, Kolkata - WBPCB.csv",0.4815742924528302,14
86,"Tamil Nadu_Chennai_Manali Village, Chennai - TNPCB.csv",0.5154593639575972,0
87,"Chandigarh_Chandigarh_Sector-25, Chandigarh - CPCC.csv",0.5162529550827423,13
88,"West Bengal_Kolkata_Fort William, Kolkata - WBPCB.csv",0.5201945754716981,14
89,"Uttar Pradesh_Lucknow_Gomti Nagar, Lucknow - UPPCB.csv",0.5206489675516224,5
90,"Madhya Pradesh_Jabalpur_Marhatal, Jabalpur - MPPCB.csv",0.5274822695035462,17
91,"Punjab_Amritsar_Golden Temple, Amritsar - PPCB.csv",0.5278925619834711,0
92,"West Bengal_Kolkata_Bidhannagar, Kolkata - WBPCB.csv",0.5280070754716981,4
93,"West Bengal_Kolkata_Ballygunge, Kolkata - WBPCB.csv",0.5283018867924528,14
94,"Madhya Pradesh_Indore_Chhoti Gwaltoli, Indore - MPPCB.csv",0.5325059101654847,17
95,"Delhi_Delhi_East Arjun Nagar, Delhi - CPCB.csv",0.5327240566037735,16
96,"Madhya Pradesh_Bhopal_T T Nagar, Bhopal - MPPCB.csv",0.5356087470449172,4
97,"Uttar Pradesh_Lucknow_Lalbagh, Lucknow - CPCB.csv",0.5358407079646018,1
98,"Uttar Pradesh_Varanasi_Ardhali Bazar, Varanasi - UPPCB.csv",0.5415683962264151,3
99,"Karnataka_Mysuru_Hebbal 1st Stage, Mysuru - KSPCB.csv",0.5421099290780141,0
100,"Uttar Pradesh_Meerut_Ganga Nagar, Meerut - UPPCB.csv",0.5443952802359882,3
101,"Uttar Pradesh_Meerut_Pallavpuram Phase 2, Meerut - UPPCB.csv",0.5761061946902655,9
102,"Madhya Pradesh_Gwalior_City Center, Gwalior - MPPCB.csv",0.5870271867612293,5
103,"Kerala_Kozhikode_Palayam, Kozhikode - Kerala PCB.csv",0.5870271867612293,0
104,"Bihar_Patna_Rajbansi Nagar, Patna - BSPCB.csv",0.5879137115839244,3
105,"Tamil Nadu_Coimbatore_SIDCO Kurichi, Coimbatore - TNPCB.csv",0.593952802359882,0
106,"Kerala_Kochi_Vyttila, Kochi - Kerala PCB.csv",0.6003250591016549,13
107,"Bihar_Patna_Samanpura, Patna - BSPCB.csv",0.6115543735224587,5
108,"Uttar Pradesh_Meerut_Jai Bhim Nagar, Meerut - UPPCB.csv",0.6190265486725663,7
109,"Bihar_Patna_Govt. High School Shikarpur, Patna - BSPCB.csv",0.6192375886524822,5
110,"Kerala_Thiruvananthapuram_Kariavattom, Thiruvananthapuram - Kerala PCB.csv",0.6216016548463357,0
111,"Mizoram_Aizawl_Sikulpuikawn, Aizawl - Mizoram PCB.csv",0.6241145218417946,0
112,"Maharashtra_Mumbai_Mazgaon, Mumbai - IITM.csv",0.6365645256334709,3
113,"Maharashtra_Pune_Karve Road, Pune - MPCB.csv",0.6397579693034239,16
114,"Delhi_Delhi_Chandni Chowk, Delhi - IITM.csv",0.6398879716981132,3
115,"Maharashtra_Mumbai_Navy Nagar-Colaba, Mumbai - IITM.csv",0.6437831467295226,14
116,"Bihar_Patna_DRM Office Danapur, Patna - BSPCB.csv",0.6459810874704491,3
117,"Maharashtra_Mumbai_Bandra Kurla Complex, Mumbai - IITM.csv",0.6467295226870948,14
118,"Maharashtra_Mumbai_Khindipada-Bhandup West, Mumbai - IITM.csv",0.6529169121979964,13
119,"Delhi_Delhi_Burari Crossing, Delhi - IMD.csv",0.6531544811320755,18
120,"Maharashtra_Mumbai_Deonar, Mumbai - IITM.csv",0.6560106069534473,14
121,"Haryana_Faridabad_New Industrial Town, Faridabad - HSPCB.csv",0.6629728132387707,3
122,"Maharashtra_Mumbai_Mulund West, Mumbai - MPCB.csv",0.6632292280494991,4
123,"Delhi_Delhi_Lodhi Road, Delhi - IITM.csv",0.6633254716981132,7
124,"Maharashtra_Mumbai_Kandivali East, Mumbai - MPCB.csv",0.6698585739540366,4
125,"Maharashtra_Mumbai_Chakala-Andheri East, Mumbai - IITM.csv",0.670447849145551,5
126,"Karnataka_Mangalore_Kadri, Mangalore - KSPCB.csv",0.6757513258691809,0
127,"Haryana_Faridabad_Sector 11, Faridabad - HSPCB.csv",0.6808510638297872,1
128,"Maharashtra_Mumbai_Malad West, Mumbai - IITM.csv",0.6910724808485563,14
129,"Nagaland_Kohima_PWD Juction, Kohima - NPCB.csv",0.6946576151121606,0
130,"Jammu and Kashmir_Srinagar_Rajbagh, Srinagar - JKSPCB.csv",0.7000294811320755,0
131,"Tripura_Agartala_Kunjaban, Agartala - Tripura SPCB.csv",0.7147492625368732,0
132,"Tamil Nadu_Chennai_Perungudi, Chennai - TNPCB.csv",0.7360129564193169,0
133,"Uttar Pradesh_Prayagraj_Motilal Nehru NIT, Prayagraj - UPPCB.csv",0.7361438679245284,4
134,"Andhra Pradesh_Vijayawada_PWD Grounds, Vijayawada - APPCB.csv",0.7369976359338062,0
135,"Tamil Nadu_Chennai_Arumbakkam, Chennai - TNPCB.csv",0.7401354534746761,0
136,"Puducherry_Puducherry_Jawahar Nagar, Puducherry - PPCC.csv",0.7405604719764012,0
137,"Uttar Pradesh_Lucknow_Nishant Ganj, Lucknow - UPPCB.csv",0.7436578171091446,7
138,"Meghalaya _Shillong_Lumpyngngad, Shillong - Meghalaya PCB.csv",0.7452802359882006,13
139,"Maharashtra_Mumbai_Borivali East, Mumbai - IITM.csv",0.7479375368296994,13
140,"Tamil Nadu_Chennai_Kodungaiyur, Chennai - TNPCB.csv",0.7520612485276796,0
141,"Haryana_Faridabad_Sector 30, Faridabad - HSPCB.csv",0.7553191489361702,3
142,"Maharashtra_Mumbai_Siddharth Nagar-Worli, Mumbai - IITM.csv",0.7616381850324101,13
143,"Uttar Pradesh_Agra_Manoharpur, Agra - UPPCB.csv",0.8032448377581121,4
144,"Uttar Pradesh_Prayagraj_Jhunsi, Prayagraj - UPPCB.csv",0.8051622418879056,4
145,"Uttar Pradesh_Agra_Sector-3B Avas Vikas Colony, Agra - UPPCB.csv",0.8061946902654867,5
146,"Uttar Pradesh_Varanasi_IESD Banaras Hindu University, Varanasi - UPPCB.csv",0.8117629716981132,13
147,"Uttar Pradesh_Varanasi_Bhelupur, Varanasi - UPPCB.csv",0.8126474056603774,13
148,"Uttar Pradesh_Gorakhpur_Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB.csv",0.8157817109144543,13
149,"Uttar Pradesh_Varanasi_Maldahiya, Varanasi - UPPCB.csv",0.8176591981132075,4
150,"Uttar Pradesh_Kanpur_NSI Kalyanpur, Kanpur - UPPCB.csv",0.8182488207547169,4
151,"Uttar Pradesh_Lucknow_Kukrail Picnic Spot-1, Lucknow - UPPCB.csv",0.8205014749262537,13
152,"Tamil Nadu_Chennai_Royapuram, Chennai - TNPCB.csv",0.8256772673733804,0
153,"Chandigarh_Chandigarh_Sector 22, Chandigarh - CPCC.csv",0.8324468085106383,17
154,"Gujarat_Gandhinagar_IIPHG Lekawada, Gandhinagar - IITM.csv",0.8359929078014184,5
155,"Gujarat_Gandhinagar_GIFT City, Gandhinagar - IITM.csv",0.8362884160756501,4
156,"Uttar Pradesh_Kanpur_FTI Kidwai Nagar, Kanpur - UPPCB.csv",0.8433628318584071,14
157,"Maharashtra_Pune_MIT-Kothrud, Pune - IITM.csv",0.8547815820543093,13
158,"Uttar Pradesh_Agra_Shastripuram, Agra - UPPCB.csv",0.873305833824396,4
159,"Uttar Pradesh_Moradabad_Employment Office, Moradabad - UPPCB.csv",0.8734513274336283,5
160,"Madhya Pradesh_Gwalior_Phool Bagh, Gwalior - Mondelez Ind. Food.csv",0.8769208037825059,4
161,"Maharashtra_Pune_Hadapsar, Pune - IITM.csv",0.8831168831168831,4
162,"Maharashtra_Pune_Alandi, Pune - IITM.csv",0.8841499409681228,4
163,"Uttar Pradesh_Moradabad_Buddhi Vihar, Moradabad - UPPCB.csv",0.8871681415929203,13
164,"Maharashtra_Pune_Bhosari, Pune - IITM.csv",0.893004722550177,4
165,"Uttar Pradesh_Agra_Shahjahan Garden, Agra - UPPCB.csv",0.8968768414849735,14
166,"Uttar Pradesh_Agra_Shahjahan Garden, Agra - UPPCB.csv",0.8968768414849735,14
167,"Uttar Pradesh_Agra_Shahjahan Garden, Agra - UPPCB.csv",0.8968768414849735,14
168,"Uttar Pradesh_Agra_Shahjahan Garden, Agra - UPPCB.csv",0.8968768414849735,14
169,"Uttar Pradesh_Agra_Rohta, Agra - UPPCB.csv",0.8994100294985251,4
170,"Uttar Pradesh_Moradabad_Eco Herbal Park, Moradabad - UPPCB.csv",0.9053097345132743,14
171,"Maharashtra_Pune_Mhada Colony, Pune - IITM.csv",0.9087957497048406,12
172,"Chandigarh_Chandigarh_Sector-53, Chandigarh - CPCC.csv",0.910904255319149,12
173,"Bihar_Aurangabad_Gurdeo Nagar, Aurangabad - BSPCB.csv",0.9116087212728344,14
174,"Maharashtra_Pune_Revenue Colony-Shivajinagar, Pune - IITM.csv",0.9157319952774499,16
175,"Chhattisgarh_Bhilai_Civic Center, Bhilai - Bhilai Steel Plant.csv",0.9215425531914894,0
176,"Tripura_Agartala_Bardowali, Agartala - Tripura SPCB.csv",0.9289085545722714,0
177,"Manipur_Imphal_DM College of Science, Imphal - Manipur PCB.csv",0.9442148760330579,19
178,"Sikkim_Gangtok_Zero Point GICI, Gangtok - SSPCB.csv",0.9454277286135693,0
179,"Uttarakhand_Dehradun_Doon University, Dehradun - UKPCB.csv",0.9497346698113207,0
180,"Manipur_Imphal_Manipur University, Imphal - Manipur PCB.csv",0.9517414403778041,0
181,"Telangana_Hyderabad_IITH Kandi, Hyderabad - TSPCB.csv",0.9607669616519174,0
182,"Uttar Pradesh_Bareilly_Rajendra Nagar, Bareilly - UPPCB.csv",0.963716814159292,0
183,"Meghalaya _Shillong_JN Stadium, Shillong - Meghalaya PCB.csv",0.9650442477876107,0
184,"Telangana_Hyderabad_ECIL Kapra, Hyderabad - TSPCB.csv",0.9694690265486726,0
185,Tamil Nadu_Chennai_Gandhi Nagar.csv,0.9920494699646644,0
186,"Karnataka_Belgaum_Ramteerth Nagar, Belgaum - KSPCB.csv",0.9932033096926713,0
187,"Uttar Pradesh_Bareilly_Civil Lines, Bareilly - UPPCB.csv",0.9942477876106195,0
