date,Agartala,Agra,Aizwal,Amritsar,Asansol,Aurangabad,Bareilly,Belgaum,Bengaluru,Bhopal,Chandigarh,Chennai,Coimbatore,Dehradun,DurgBhilai,Faridabad,Gandhinagar,Gangtok,Ghaziabad,Gorakhpur,Gwalior,Hyderabad,Imphal,Indore,Jabalpur,Jaipur,Jalandhar,Jodhpur,Kanpur,Kochi,Kohima,Kolkata,Kota,Kozhikode,Lucknow,Ludhiana,Mangaluru,Meerut,Moradabad,Mumbai,Mysuru,Nashik,NewDelhi,Patna,Pondicherry,Prayagraj,Pune,Shillong,Solapur,Srinagar,Thiruvananthapuram,Varanasi,Vijaywada,Visakhapatnam
2018-01-11,5602312000000000.0,3770290000000000.0,2907672000000000.0,7549982000000000.0,9035180000000000.0,4388236000000000.0,6576700000000000.0,3625030000000000.0,3912240000000000.0,3410552000000000.0,7903870000000000.0,5637610000000000.0,3506488000000000.0,3875406000000000.0,6545790000000000.0,8809950000000000.0,5564950000000000.0,3867370000000000.0,7898080000000000.0,4652548000000000.0,3504400000000000.0,5239188000000000.0,2611976000000000.0,4431346000000000.0,3665420000000000.0,5083836000000000.0,6533438000000000.0,4665140000000000.0,5248950000000000.0,3431430000000000.0,3394210000000000.0,1.44e+16,6093058000000000.0,3249216000000000.0,4627000000000000.0,6345120000000000.0,2922108000000000.0,6456950000000000.0,7591190000000000.0,5716902000000000.0,3091044000000000.0,3829606000000000.0,7882570000000000.0,6658508000000000.0,1652420000000000.0,4352260000000000.0,4646390000000000.0,3581006000000000.0,4989854000000000.0,5285308000000000.0,2795616000000000.0,4756450000000000.0,6789730000000000.0,5875670000000000.0
2018-01-12,5249356000000000.0,7860060000000000.0,2367330000000000.0,1.57e+16,8422526000000000.0,3360320000000000.0,2198509600000000.0,1356120000000000.0,3589308000000000.0,2150950000000000.0,1.12e+16,1.22e+16,3512038000000000.0,6925280000000000.0,6833964000000000.0,1.5e+16,4859736000000000.0,2280620000000000.0,1.64e+16,5980748000000000.0,3285350000000000.0,7446530000000000.0,2391560000000000.0,3856240000000000.0,3482430000000000.0,7275180000000000.0,1.51e+16,3017220000000000.0,4840842000000000.0,1633350000000000.0,2370190000000000.0,7317966000000000.0,6149180000000000.0,2742040000000000.0,5437988000000000.0,1.1249954e+16,3368910000000000.0,1.27e+16,9483610000000000.0,4492530000000000.0,3278450000000000.0,3962550000000000.0,1.5e+16,4934754000000000.0,1528460000000000.0,7040160000000000.0,4230700000000000.0,2323830000000000.0,3757990000000000.0,3382510000000000.0,2005080000000000.0,4956934000000000.0,7362440000000000.0,3071840000000000.0
2018-01-13,4275890000000000.0,4920378000000000.0,1287430000000000.0,5938742000000000.0,5861500000000000.0,3830754000000000.0,5151696000000000.0,3914666000000000.0,4460776000000000.0,3527014000000000.0,7150516000000000.0,4852216000000000.0,3538868000000000.0,6595792000000000.0,7300470000000000.0,7936450000000000.0,4504664000000000.0,603241000000000.0,9734740000000000.0,4598990000000000.0,3997914000000000.0,5112874000000000.0,463948000000000.0,4251172000000000.0,4154714000000000.0,4805024000000000.0,5264544000000000.0,4774068000000000.0,4974680000000000.0,3316128000000000.0,3153286000000000.0,6099700000000000.0,4398696000000000.0,3158070000000000.0,5544280000000000.0,6007230000000000.0,3561274000000000.0,6265114000000000.0,5299058000000000.0,3871246000000000.0,3498780000000000.0,3449432000000000.0,9834784000000000.0,3295810000000000.0,3245582000000000.0,4213930000000000.0,4088004000000000.0,3044400000000000.0,4567224000000000.0,4012500000000000.0,3004810000000000.0,3881520000000000.0,4955676000000000.0,5713460000000000.0
2018-01-14,5328474000000000.0,6473320000000000.0,2833308000000000.0,9790150000000000.0,7965812000000000.0,2245110000000000.0,8522780000000000.0,4005030000000000.0,3826320000000000.0,2094940000000000.0,7464790000000000.0,6234940000000000.0,4036120000000000.0,5134670000000000.0,9043400000000000.0,1.49e+16,3495230000000000.0,2870338000000000.0,1.49e+16,5474052000000000.0,3729140000000000.0,6001220000000000.0,3172894000000000.0,3160720000000000.0,2553910000000000.0,3317300000000000.0,8845840000000000.0,2844560000000000.0,5951420000000000.0,3633220000000000.0,2543030000000000.0,6248958000000000.0,1.06e+16,3301470000000000.0,6255540000000000.0,7422350000000000.0,3707210000000000.0,8660400000000000.0,7425640000000000.0,3896540000000000.0,4363520000000000.0,2510460000000000.0,1.18e+16,4761272000000000.0,2940540000000000.0,6499500000000000.0,4351930000000000.0,3034118000000000.0,4318710000000000.0,3252750000000000.0,2180320000000000.0,6139480000000000.0,5251020000000000.0,7318610000000000.0
2018-01-15,3518440000000000.0,4822398000000000.0,2832230000000000.0,5279138000000000.0,4925510000000000.0,4293700000000000.0,4896182000000000.0,3484900000000000.0,3682682000000000.0,4746692000000000.0,6173846000000000.0,4201344000000000.0,3930382000000000.0,4214456000000000.0,5130300000000000.0,6343858000000000.0,5552590000000000.0,1638820000000000.0,6445598000000000.0,4481374000000000.0,4446174000000000.0,4778816000000000.0,3551920000000000.0,4974210000000000.0,4438330000000000.0,5017224000000000.0,5706598000000000.0,4088064000000000.0,4692008000000000.0,2845442000000000.0,3726680000000000.0,5355820000000000.0,3912764600000000.0,2551480000000000.0,4470490000000000.0,6030042000000000.0,3283790000000000.0,5157570000000000.0,4880672000000000.0,9563900000000000.0,3260504000000000.0,3942656000000000.0,6261716000000000.0,4463640000000000.0,4283698000000000.0,4926288000000000.0,7252520000000000.0,2423180000000000.0,3947074000000000.0,4086496000000000.0,2645576000000000.0,5063936000000000.0,4485234000000000.0,4473462000000000.0
2018-01-16,5172744000000000.0,4601570000000000.0,3256756000000000.0,7178750000000000.0,7961604000000000.0,4727340000000000.0,5346170000000000.0,3591212000000000.0,3378280000000000.0,3139020000000000.0,4837860000000000.0,5094470000000000.0,4189990000000000.0,2912070000000000.0,8453350000000000.0,8310950000000000.0,6281150000000000.0,2627494000000000.0,8285120000000000.0,5823920000000000.0,2447240000000000.0,5876050000000000.0,2637734200000000.0,3633090000000000.0,3096850000000000.0,4031510000000000.0,6100140000000000.0,2785410000000000.0,6274220000000000.0,4101700000000000.0,3580902000000000.0,6753208000000000.0,5874430000000000.0,3383090000000000.0,5740610000000000.0,6055770000000000.0,2509610000000000.0,6580230000000000.0,5342670000000000.0,7081316000000000.0,2591640000000000.0,4983110000000000.0,6890630000000000.0,4987240000000000.0,3397940000000000.0,5823350000000000.0,5060180000000000.0,3661954000000000.0,5096640000000000.0,2738090000000000.0,2385280000000000.0,6257850000000000.0,4807820000000000.0,7480140000000000.0
2018-01-17,3969730000000000.0,4773288000000000.0,2525060000000000.0,5630988000000000.0,1.17e+16,3789000000000000.0,4189807200000000.0,3526060000000000.0,4476030000000000.0,4291572000000000.0,5905836000000000.0,4893418000000000.0,2221390000000000.0,4021004000000000.0,6082628000000000.0,7038664000000000.0,3858830000000000.0,2807010000000000.0,7518192000000000.0,4038781200000000.0,3671044000000000.0,4163962000000000.0,2693880000000000.0,3655630000000000.0,4063724000000000.0,3924930000000000.0,2443618000000000.0,2807690000000000.0,4757314000000000.0,4679830000000000.0,2673990000000000.0,8362790000000000.0,4165096000000000.0,2860378000000000.0,5238324000000000.0,4610360000000000.0,3483110000000000.0,5381624000000000.0,5477648000000000.0,8573760000000000.0,3804610000000000.0,4961090000000000.0,7805164000000000.0,5841954000000000.0,3990308000000000.0,5157282000000000.0,6598540000000000.0,1609570000000000.0,5400280000000000.0,3741652000000000.0,3060550000000000.0,5439248000000000.0,3947748000000000.0,3892788000000000.0
2018-01-18,3822346000000000.0,3687570000000000.0,2880168000000000.0,5900790000000000.0,8791870000000000.0,4482862000000000.0,5600980000000000.0,2962496000000000.0,3697676000000000.0,3922220000000000.0,5063460000000000.0,4787540000000000.0,3356800000000000.0,3723490000000000.0,1.05e+16,7115570000000000.0,5764310000000000.0,4763440000000000.0,9112140000000000.0,5145154000000000.0,2863750000000000.0,5221740000000000.0,2819692200000000.0,3957058000000000.0,2785160000000000.0,3646670000000000.0,5817390000000000.0,4103776000000000.0,4765060000000000.0,3045312000000000.0,3231652000000000.0,1.42e+16,3789390000000000.0,2476246000000000.0,6201570000000000.0,5811300000000000.0,3164612000000000.0,6834020000000000.0,5225840000000000.0,5373070000000000.0,3691628000000000.0,4790756000000000.0,7843800000000000.0,3343530000000000.0,3128760000000000.0,4551180000000000.0,5132128000000000.0,2470120180000000.0,4092870000000000.0,2130080000000000.0,2805602000000000.0,3403320000000000.0,4404940000000000.0,4825260000000000.0
2018-01-19,4278240000000000.0,4838460000000000.0,3023170000000000.0,1.03e+16,9941606000000000.0,3611090000000000.0,6208518000000000.0,3283590000000000.0,4913910000000000.0,2140850000000000.0,6262630000000000.0,6738810000000000.0,4201760000000000.0,3240554000000000.0,6499326000000000.0,1.29e+16,5875100000000000.0,4098678000000000.0,1.67e+16,5271536000000000.0,2078250000000000.0,5827940000000000.0,2796660000000000.0,3628380000000000.0,4718478000000000.0,5245120000000000.0,6747930000000000.0,4022520000000000.0,4528662000000000.0,3228100000000000.0,3649640000000000.0,6783810000000000.0,6317720000000000.0,3263250000000000.0,5105826000000000.0,8001580000000000.0,3451130000000000.0,7902260000000000.0,6479494000000000.0,5737230000000000.0,3059360000000000.0,3579500000000000.0,1.35e+16,5366582000000000.0,2665200000000000.0,5316928000000000.0,4913020000000000.0,2504630000000000.0,4415960000000000.0,4577770000000000.0,2488600000000000.0,4854624000000000.0,4152952000000000.0,3657080000000000.0
2018-01-20,6743190000000000.0,5271080000000000.0,3047670000000000.0,7557500000000000.0,8605020000000000.0,4602174000000000.0,6319710000000000.0,3495504000000000.0,4228658000000000.0,4477364000000000.0,8836734000000000.0,5630004000000000.0,3759830000000000.0,3815440000000000.0,7078220000000000.0,1.1155048e+16,5644844000000000.0,1592290000000000.0,1.348791e+16,4379380000000000.0,4465006000000000.0,6089894000000000.0,3475842000000000.0,4065068000000000.0,2344460000000000.0,5216488000000000.0,7625516000000000.0,4693922000000000.0,5203440000000000.0,3722144000000000.0,3210416000000000.0,1.12e+16,6474526000000000.0,3023580000000000.0,4322460000000000.0,7947010000000000.0,2986598000000000.0,7685832000000000.0,5961660000000000.0,5287610000000000.0,3652630000000000.0,4399820000000000.0,1.2105922e+16,5139582000000000.0,3544682000000000.0,4072460000000000.0,5094194000000000.0,4306960000000000.0,4420306000000000.0,3883358000000000.0,3132020000000000.0,4111730000000000.0,5405860000000000.0,4483720000000000.0
2018-01-21,4324990000000000.0,5996180000000000.0,3005970000000000.0,8835460000000000.0,7075256000000000.0,4081660000000000.0,9071150000000000.0,3977930000000000.0,3654370000000000.0,2672620000000000.0,1.08e+16,6068080000000000.0,3976180000000000.0,5989240000000000.0,1.48e+16,1.2e+16,5208420000000000.0,3401718000000000.0,1.78e+16,5378298000000000.0,3846490000000000.0,5014920000000000.0,3278010000000000.0,3516130000000000.0,2577650000000000.0,5473220000000000.0,8531320000000000.0,4846340000000000.0,4516530000000000.0,3010720000000000.0,3464830000000000.0,5997472000000000.0,5739520000000000.0,3000680000000000.0,7758580000000000.0,8974060000000000.0,3598260000000000.0,1.09e+16,9460380000000000.0,5161380000000000.0,3484760000000000.0,3370390000000000.0,1.71e+16,5665808000000000.0,3858500000000000.0,5008812000000000.0,5019320000000000.0,3146314000000000.0,4121690000000000.0,3895150000000000.0,2680420000000000.0,6459916000000000.0,7286630000000000.0,5718050000000000.0
2018-01-22,7023000000000000.0,4944750000000000.0,1616330000000000.0,5431294000000000.0,8403670000000000.0,3348502000000000.0,4566784000000000.0,2918532000000000.0,4221168000000000.0,3916504000000000.0,6809044000000000.0,4097212000000000.0,3989192000000000.0,4751764000000000.0,5656460000000000.0,8000598000000000.0,4673868000000000.0,2609380000000000.0,9567440000000000.0,5126480000000000.0,5525808000000000.0,5043522000000000.0,3953080000000000.0,4129936000000000.0,4099764000000000.0,4926796000000000.0,6660592000000000.0,4375330000000000.0,4360742000000000.0,2896098000000000.0,2294810000000000.0,6859530000000000.0,5283194000000000.0,2868650000000000.0,5106358000000000.0,7005908000000000.0,3042158000000000.0,6414440000000000.0,6034788000000000.0,3917868000000000.0,2596006200000000.0,3898768000000000.0,9767714000000000.0,4292350000000000.0,4055812000000000.0,4155920000000000.0,3985634000000000.0,3933560000000000.0,3570800000000000.0,5065128000000000.0,2698938000000000.0,4356720000000000.0,3744550000000000.0,2692170000000000.0
2018-01-23,4880006000000000.0,5403232000000000.0,2886008000000000.0,5826870000000000.0,5354914000000000.0,4638840000000000.0,8215380000000000.0,2442020000000000.0,3963410000000000.0,5915950000000000.0,6591188000000000.0,7647510000000000.0,4378730000000000.0,5562380000000000.0,5827420000000000.0,1.1286262e+16,5335490000000000.0,2749134000000000.0,1.1891678e+16,7889110000000000.0,4236886000000000.0,3355030000000000.0,2620438000000000.0,4468990000000000.0,5576750000000000.0,5499420000000000.0,6027096000000000.0,4196110000000000.0,6935270000000000.0,2283000000000000.0,2871746200000000.0,4915992000000000.0,4880860000000000.0,2895350000000000.0,9805840000000000.0,7048796000000000.0,2679900000000000.0,5705622000000000.0,5416046000000000.0,4713570000000000.0,4017290000000000.0,3805930000000000.0,7050136000000000.0,6233396000000000.0,3420830000000000.0,1.07e+16,4638870000000000.0,3603016000000000.0,4120290000000000.0,4243890000000000.0,2473710000000000.0,7103860000000000.0,4285890000000000.0,8134240000000000.0
2018-01-24,1.15e+16,4299618000000000.0,1491040000000000.0,5896832000000000.0,1.04e+16,3550606000000000.0,4594110000000000.0,2313960000000000.0,3991254000000000.0,4261434000000000.0,5898454000000000.0,5417660000000000.0,4136910000000000.0,3924214000000000.0,7779432000000000.0,5470802000000000.0,6765750000000000.0,4295622000000000.0,5078294000000000.0,4904090000000000.0,3983936000000000.0,4463372000000000.0,2223650000000000.0,3905702000000000.0,3968180000000000.0,4797222000000000.0,5230366000000000.0,4139900000000000.0,4561956000000000.0,3521950000000000.0,3807430000000000.0,5056440000000000.0,5781922000000000.0,2949090000000000.0,5117572000000000.0,5689436000000000.0,3578030000000000.0,5315150000000000.0,5050958000000000.0,7087020000000000.0,2618020000000000.0,3593250000000000.0,5481278000000000.0,5992280000000000.0,4581476000000000.0,5347984000000000.0,3924340000000000.0,2959650000000000.0,3386076000000000.0,4558106000000000.0,3034630000000000.0,4861752000000000.0,4542300000000000.0,4712968000000000.0
2018-01-25,4880016000000000.0,4584900000000000.0,2576046000000000.0,8713430000000000.0,8577540000000000.0,3190650000000000.0,4981360000000000.0,3149540000000000.0,4079060000000000.0,4075240000000000.0,5187360000000000.0,4719510000000000.0,4635150000000000.0,6796670000000000.0,5945160000000000.0,9583680000000000.0,6267458000000000.0,2898844000000000.0,9448550000000000.0,4586310000000000.0,3625780000000000.0,5095540000000000.0,2511184000000000.0,4278310000000000.0,2747060000000000.0,4148820000000000.0,7566750000000000.0,4018554000000000.0,4892120000000000.0,3756892000000000.0,3183310200000000.0,6716126000000000.0,5915370000000000.0,3299610000000000.0,4733950000000000.0,5963290000000000.0,3889236000000000.0,6532940000000000.0,7108120000000000.0,6611742000000000.0,3645370000000000.0,3636152000000000.0,8895720000000000.0,6634570000000000.0,3237350000000000.0,4622560000000000.0,4562654000000000.0,3325792000000000.0,3712100000000000.0,2623690000000000.0,2749718000000000.0,4788930000000000.0,6274140000000000.0,5680690000000000.0
2018-01-26,5670350000000000.0,5387838000000000.0,2567550000000000.0,1.2e+16,9452180000000000.0,3350730000000000.0,5915106000000000.0,3455060000000000.0,5833510000000000.0,3602230000000000.0,6271856000000000.0,5055300000000000.0,4285650000000000.0,3768648000000000.0,7667212000000000.0,7781264000000000.0,7183670000000000.0,2496740000000000.0,1.104192e+16,4980874000000000.0,4163854000000000.0,5344570000000000.0,3369580000000000.0,3125720000000000.0,4557898000000000.0,5677530000000000.0,3830436000000000.0,3836010000000000.0,4441338000000000.0,3653380000000000.0,2660880000000000.0,9341896000000000.0,7231560000000000.0,4183610000000000.0,4646508000000000.0,5135904000000000.0,3091620000000000.0,5860844000000000.0,6466200000000000.0,8793990000000000.0,4287330000000000.0,3028510000000000.0,1.1110162e+16,5355382000000000.0,2745270000000000.0,5215240000000000.0,4583540000000000.0,3002600000000000.0,2944020000000000.0,2326642000000000.0,2624910000000000.0,5201190000000000.0,4312182000000000.0,3953076000000000.0
2018-01-27,5456724000000000.0,5551800000000000.0,2927388000000000.0,7371464000000000.0,1.12e+16,4110532000000000.0,5300470000000000.0,3359278000000000.0,4819948000000000.0,4131752000000000.0,4887140000000000.0,6340470000000000.0,3434520000000000.0,4137210000000000.0,1.07e+16,1.3e+16,6396658000000000.0,2399014000000000.0,1.21e+16,5390474000000000.0,4410110000000000.0,5493742000000000.0,2983754000000000.0,3917334000000000.0,4642450000000000.0,5668590000000000.0,2891420000000000.0,3946440000000000.0,5523610000000000.0,3980310000000000.0,3131694000000000.0,8207680000000000.0,5594380000000000.0,3358454000000000.0,4957780000000000.0,5407958000000000.0,3160272000000000.0,6585050000000000.0,5472520000000000.0,7244712000000000.0,3344216000000000.0,4348058000000000.0,1.24e+16,5155050000000000.0,2726350000000000.0,5409740000000000.0,4936124000000000.0,3214224000000000.0,3874226000000000.0,2206460000000000.0,2706130000000000.0,4575900000000000.0,4100300000000000.0,5886720000000000.0
